age_high,age_low,credit_duration_months_high,credit_duration_months_low,installment_rate(perc_disp_income)_high,installment_rate(perc_disp_income)_low,credit_amount_high,credit_amount_low,residence_duration_high,residence_duration_low,bank_credits_low,dependents_low,credit_purpose_car(used),apartment_type_rent,employment_duration_unemployed,credit_purpose_retraining,occupation_skilled-employee,apartment_type_for_free,previous_credit_payment_status_all_credits_paid_duly,account_balance_na,previous_credit_payment_status_no_credits_taken,employment_duration_<1_year,savings_moderate,guarantor_co-applicant,savings_quite_rich,credit_purpose_radio/television,employment_duration_1<_<4_year,employment_duration_>7_year,account_balance_little,current_assets_car_other,current_assets_unknown,account_balance_rich,previous_credit_payment_status_delay_paying_in_past,other_credits_stores,occupation_unemployed-non-resident,employment_duration_4<_<7_year,credit_purpose_furniture/equipment,credit_purpose_education,credit_purpose_business,account_balance_moderate,guarantor_guarantor,current_assets_life_insurance,credit_purpose_others,savings_na,current_assets_real_estate,marital_status_male:single,apartment_type_own,marital_status_male:divorced,telephone_yes,savings_little,credit_purpose_domestic_appliances,credit_purpose_repairs,marital_status_male:married,savings_rich,other_credits_none,occupation_highly-qualified,previous_credit_payment_status_other_credits_existing,marital_status_female:divorced/married,credit_purpose_car(new),foreign_worker_no,occupation_unskilled-resident,guarantor_none,foreign_worker_yes,other_credits_bank,telephone_no,previous_credit_payment_status_existing_credits_paid_till_now,not_credit_duration_months_high,not_credit_duration_months_low,not_installment_rate(perc_disp_income)_high,not_installment_rate(perc_disp_income)_low,not_credit_amount_high,not_credit_amount_low,not_residence_duration_high,not_residence_duration_low,not_bank_credits_low,not_dependents_low,not_credit_purpose_car(used),not_apartment_type_rent,not_employment_duration_unemployed,not_credit_purpose_retraining,not_occupation_skilled-employee,not_apartment_type_for_free,not_previous_credit_payment_status_all_credits_paid_duly,not_account_balance_na,not_previous_credit_payment_status_no_credits_taken,not_employment_duration_<1_year,not_savings_moderate,not_guarantor_co-applicant,not_savings_quite_rich,not_credit_purpose_radio/television,not_employment_duration_1<_<4_year,not_employment_duration_>7_year,not_account_balance_little,not_current_assets_car_other,not_current_assets_unknown,not_account_balance_rich,not_previous_credit_payment_status_delay_paying_in_past,not_other_credits_stores,not_occupation_unemployed-non-resident,not_employment_duration_4<_<7_year,not_credit_purpose_furniture/equipment,not_credit_purpose_education,not_credit_purpose_business,not_account_balance_moderate,not_guarantor_guarantor,not_current_assets_life_insurance,not_credit_purpose_others,not_savings_na,not_current_assets_real_estate,not_marital_status_male:single,not_apartment_type_own,not_marital_status_male:divorced,not_telephone_yes,not_savings_little,not_credit_purpose_domestic_appliances,not_credit_purpose_repairs,not_marital_status_male:married,not_savings_rich,not_other_credits_none,not_occupation_highly-qualified,not_previous_credit_payment_status_other_credits_existing,not_marital_status_female:divorced/married,not_credit_purpose_car(new),not_foreign_worker_no,not_occupation_unskilled-resident,not_guarantor_none,not_foreign_worker_yes,not_other_credits_bank,not_telephone_no,not_previous_credit_payment_status_existing_credits_paid_till_now,dependents_low__AND__bank_credits_low,foreign_worker_yes__AND__bank_credits_low,dependents_low__AND__foreign_worker_yes,guarantor_none__AND__bank_credits_low,dependents_low__AND__guarantor_none,guarantor_none__AND__foreign_worker_yes,other_credits_none__AND__bank_credits_low,other_credits_none__AND__dependents_low,other_credits_none__AND__foreign_worker_yes,other_credits_none__AND__guarantor_none,apartment_type_own__AND__bank_credits_low,dependents_low__AND__apartment_type_own,foreign_worker_yes__AND__apartment_type_own,guarantor_none__AND__apartment_type_own,other_credits_none__AND__apartment_type_own,installment_rate(perc_disp_income)_high__AND__bank_credits_low,installment_rate(perc_disp_income)_high__AND__dependents_low,installment_rate(perc_disp_income)_high__AND__foreign_worker_yes,installment_rate(perc_disp_income)_high__AND__guarantor_none,other_credits_none__AND__installment_rate(perc_disp_income)_high,savings_little__AND__bank_credits_low,savings_little__AND__dependents_low,savings_little__AND__foreign_worker_yes,savings_little__AND__guarantor_none,credit_duration_months_high__AND__bank_credits_low,dependents_low__AND__credit_duration_months_high,foreign_worker_yes__AND__credit_duration_months_high,guarantor_none__AND__credit_duration_months_high,marital_status_male:single__AND__bank_credits_low,dependents_low__AND__marital_status_male:single,foreign_worker_yes__AND__marital_status_male:single,previous_credit_payment_status_existing_credits_paid_till_now__AND__bank_credits_low,dependents_low__AND__previous_credit_payment_status_existing_credits_paid_till_now,previous_credit_payment_status_existing_credits_paid_till_now__AND__foreign_worker_yes,credit_amount_high__AND__bank_credits_low,credit_amount_high__AND__dependents_low,occupation_skilled-employee__AND__bank_credits_low,dependents_low__AND__occupation_skilled-employee,occupation_skilled-employee__AND__foreign_worker_yes,occupation_skilled-employee__AND__guarantor_none,other_credits_none__AND__occupation_skilled-employee,telephone_no__AND__bank_credits_low,telephone_no__AND__dependents_low,telephone_no__AND__foreign_worker_yes,telephone_no__AND__guarantor_none,residence_duration_high__AND__bank_credits_low,residence_duration_high__AND__dependents_low,residence_duration_high__AND__foreign_worker_yes,residence_duration_high__AND__guarantor_none,credit_amount_low__AND__bank_credits_low,dependents_low__AND__credit_amount_low,credit_rating
0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1
1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
